Sio2_Arctic,Sio2_Atlantic,Sio2_Indiana,Sio2_Southern,,,TiO2_Arctic,TiO2_Atlantic,TiO2_Indiana,TiO2_Southern,,,Al2O3_Arctic,Al2O3_Atlantic,Al2O3_Indiana,Al2O3_Southern
45.58,48,43.9,49.02,,,2.05,2.32,0.09,1.08,,,15.15,14.54,20.4,15.81
54.26,49.23,44,44.85,,,2.14,1.37,0.02,0.95,,,14.49,15.55,1.11,7.96
41.64,48.11,45,52.17,,,0.08,3.43,0.02,1.33,,,2.42,13.57,1.35,15.97
46.42,51.81,43.6,50.76,,,2.85,2.16,0.01,3.13,,,15.55,14.82,1.06,14.7
46.69,49.69,44.8,49.6,,,,2.06,0.02,0.99,,,,15.33,1.04,15.73
46.6875,48.78,47.8,50.2,,,3.1237,1.5,4,1.02,,,15.5157,16.08,14.9,16.19
,49.35,47.1,48.52,,,2.02,1.83,3.9,0.49,,,,15.54,15.6,15.03
50.69,51.7,40.48,48.55,,,1.39,1.37,2.76,3.57,,,14.35,16.23,10.23,15.25
44.96,45.48,42.36,47.36,,,0.44,2.24,2.7,3.34,,,8.55,15.66,9.84,14.94
50.43,47.97,72.51,50.65,,,1.18,1.98,1.03,1.4,,,14.54,14.84,14.7,15.17
48.82,51.58,56.75,48.7,,,1.44,1.37,1.23,3.6,,,14.41,16.39,18.39,17.3
44.01,48.08,37.11,44.86,,,0.94,1.52,3.32,3.3,,,12.93,15.96,7.01,14.63
50.2776,45.39,50.46,47.67,,,1.8145,2.4,1.27,2.72,,,15.9635,16.55,15.07,15.68
49.97,49.58,46.86,46.26,,,,1.36,1.34,,,,,15.24,19.99,0.12
50.68,49.8,47.52,51.66,,,1.25,2.08,1.29,0.7,,,16.82,15.47,19.16,15.07
,49.8,48.97,51,,,1.24,2.08,2.17,1.19,,,,15.47,20.88,15.45
,48.9,49.98,62.48,,,1.69,1.25,2.06,0.3,,,,17.96,19.16,17.17
49.99,48.9,49.07,50.14,,,1.26,1.25,1.74,1.42,,,14.4,17.96,16.63,14.76
49.89,47.11,46.38,43.7,,,1.34,,2.11,0.01,,,14.55,20.7,16.8,0.76
49.99,50.1,51.58,,,,0.96,1.31,2.05,,,,14.35,16.24,14.21,
49.64,52.16,,39.33,,,1.05,1.42,,0.09,,,14.49,16.19,,1.31
,52.16,51.45,47.53,,,1.73,1.42,1.28,0.53,,,,16.19,14.87,13.69
49.0908,50.62,,50.99,,,1.5821,1.28,,2.02,,,16.6092,16.49,,13.99
,51.69,,47.12,,,1.58,1.34,,2.23,,,,16.36,,15.39
48.17,51.69,52.26,50.78,,,3.51,1.34,1.4,2.21,,,16.13,16.36,14.84,14.14
52.11,,49.84,50.43,,,2.03,0.91,1.55,1.7,,,14.37,,15.95,14.17
51.0124,50.7,,69.93,,,1.8911,1.29,,0.61,,,15.1136,16.58,,13.48
,50.7,49.6,41.86,,,1.82,1.29,1.03,2.69,,,,16.58,14.61,12.92
46.32,51,,49.7,,,1.15,1.02,,1.39,,,14.74,17.9,,15
48.83,52.55,51.14,49.87,,,2.442,0.92,1.16,1.19,,,14,17.3,15.56,15.48
51.56,52.33,,60.95,,,1.32,0.87,,0.87,,,13.52,17.95,,15.23
50.3405,53.8,51.82,41.73,,,1.8452,0.6,1.08,3.62,,,15.4518,14.65,15.43,12.19
,53.58,,42.44,,,1.87,0.6,,0.45,,,,14.65,,6.65
50.26,53.84,52.53,53.48,,,1.62,0.61,0.9,0.68,,,14.28,14.51,14.71,14.96
49.89,53.01,,39.81,,,0.816,0.74,,2.88,,,13.83,15.77,,16.02
48.9,53.01,50.59,48.54,,,2.52,0.74,1.01,2.08,,,13.6,15.77,15.58,15.9
50.55,53.07,51.67,50.66,,,1.54,0.76,1.13,2.95,,,14.03,15.64,14.38,15.37
52.09,50.51,,50.2,,,1.58,1.24,,1.58,,,14.82,15.39,,14.6
47.56,50.72,50.28,52.01,,,1.58,1.55,1.01,1.25,,,14.07,14.85,15.3,15.58
50,51.22,,43.28,,,1.73,1.58,,,,,15.8,15.09,,0.19
47.78,50.95,50.05,51.89,,,1.69,1.45,1.21,1.49,,,13.72,15.1,15.96,16.2
49.71,50.89,,59.98,,,1.66,1.59,,0.69,,,13.99,14.59,,19.47
51.5367,51.35,50.44,50.02,,,1.5801,1.75,1.36,1,,,16.3488,14.83,15.87,16.66
,51.38,,49.79,,,1.56,1.76,,2.01,,,,14.76,,16.03
48.88,50.95,50.83,50.54,,,1.62,1.89,1.36,1.04,,,14.66,14.93,15.29,15.73
47.51,51.88,,43.78,,,1.53,1.54,,0.47,,,13.51,15.2,,7.92
45.3,50.69,,50.95,,,5.43,2.13,,1.91,,,11.55,15.8,,13.79
,49.91,51.84,50.42,,,2.52,1.38,1.16,1.45,,,,17.26,15.98,16.73
49.9921,50.45,,49.89,,,1.3343,1.25,,1.01,,,16.7275,16.67,,15.44
,50.45,50.89,49.28,,,1.3,1.25,1.15,1.26,,,,16.67,15.61,17.23
47.51,50.5,,57.5,,,0.71,1.25,,2.16,,,11.76,16.7,,14.83
51.6,51.7,51.73,51.1,,,1.71,1.37,1.26,2.4,,,16.45,16.23,15.52,13.9
45.27,50.58,,51.12,,,0.08,1.27,,1.02,,,3.92,16.62,,15.61
45.43,50.58,50.91,50.7,,,0.08,1.27,1.13,1.03,,,3.94,16.62,16.07,15.67
47.27,50.62,,71.81,,,1.02,1.28,,0.13,,,11.93,16.49,,14.3
49.69,51.58,51.27,,,,1.12,1.37,1.1,,,,14.99,16.39,15.75,
49.71,50.7,,39.19,,,1.15,1.29,,0.06,,,15.04,16.58,,0.87
48.81,51,51.72,50.12,,,1.13,1.02,1.1,2.02,,,14.42,17.9,15.68,15.28
50.54,53.37,,45.1,,,1.55,0.93,,3.3,,,14.1,17.68,,14.4
46.94,53.86,46.8,49.09,,,1.64,0.6,0.11,1.25,,,14.11,14.6,19.8,16.94
47.42,55.57,46.2,51.11,,,1.59,0.65,0.05,0.96,,,14.55,15.64,28.4,17.84
46.04,53.01,48.2,51.12,,,1.47,0.92,1.33,2.19,,,13.31,17.89,16.2,14.03
50.02,53.08,44.74,48.68,,,0.9,0.91,1.42,0.9,,,14.42,18.24,15.56,19.04
49.7,53.84,46.2,44.67,,,1.29,0.61,1.36,0.39,,,14.32,14.51,15.36,6.88
,52.88,43.55,50.96,,,,0.88,1.52,0.5,,,,17.22,16.14,18.05
,47.4,45.49,,,,,,1.18,,,,,20.3,14.73,
50.81,49.9,46.33,39.45,,,1.523,1.63,2.49,0.06,,,13.31,14.9,14.55,0.89
51.1,,46.38,50.82,,,0.78,0.93,2.48,2.36,,,14.71,,14.79,17.25
37.6,50.82,46.15,50.27,,,0.02,1.46,2.58,1.79,,,1.04,15.85,14.74,16.92
48.28,51.26,52.86,48.55,,,2.13,1.52,1.76,1.89,,,14.41,15.04,14.53,16
50.77,51.08,50.41,49.61,,,1.2,1.69,1.06,1.51,,,14.17,14.56,15.01,17.52
54.13,50.74,49,48.94,,,2.12,1.63,1.05,1.47,,,14.39,14.79,14.75,15.38
45.68,50.3,48.9,51.85,,,2.55,1.4,0.1,2.42,,,14.36,15.8,19.2,17.85
,51.33,49.6,48.65,,,2.12,1.71,0.17,1.48,,,,14.55,17.45,16.27
,50.73,43.62,49.78,,,,1.46,1.44,1.1,,,,15.34,15.39,15.7
50.96,50.72,44.82,44.87,,,0.93,1.82,1.47,3.46,,,15.08,15.04,16.07,14.55
50.32,49.37,42.92,49.53,,,0.71,0.93,1.36,2.17,,,15.25,15.49,14.97,16.71
50.32,49.85,42.97,52.71,,,0.71,,1.31,1.68,,,15.25,16.8,15.83,16.12
46,,43.76,49.79,,,1.65,1.05,1.44,2.24,,,13.4,,15.67,16.04
50.15,47.85,34.07,68.02,,,1.52,1.16,2,0.55,,,15.67,17.97,11.22,14.99
,50.59,50.16,48.04,,,1.67,1.68,2.95,2.71,,,,15.35,16.72,15.84
50.2865,49.59,49.98,,,,1.5991,1,1.74,,,,16.2587,16.18,13.2,
,,49.73,49.97,,,1.58,1.71,1.84,0.42,,,,,13.32,4.19
50.3866,47,49.77,50.65,,,1.683,,1.8,1.6,,,15.5892,16.5,13.29,17.13
,50.62,50.9,43.55,,,1.69,1.19,0.95,0.41,,,,15.37,16.65,7.11
50.2591,50.36,49.32,47.7,,,1.6648,1.52,1.1,0.99,,,15.3524,15.3,17.65,12.79
,47.2,45.94,50.26,,,1.65,,1.24,1.84,,,,,20.79,17.03
46.95,39.5,52.79,,,,1.03,,1.09,,,,16.34,17,12.92,
56.8,,52.14,43.84,,,2.14,1.62,1.07,3.54,,,17.14,,13.2,14.67
50.83,50,49.75,43.44,,,,1.53,1.84,0.51,,,,15.51,13.97,8.89
50.4,50.31,47,46.3,,,1.58,1.6,2.3,0.01,,,15.42,15.41,15.05,0.91
,50.79,47.99,50.63,,,1.55,1.55,1.03,1.93,,,,15.41,15.26,13.93
49.99,48.07,50.99,49.08,,,1.53,1.21,1.37,1,,,13.26,18,15.04,17.35
52.1371,50.02,50.87,46.16,,,1.5828,1.45,1.42,1.82,,,16.4753,16.31,14.9,17.33
,50.02,51.57,54.6,,,1.56,1.45,1.71,2.46,,,,16.31,14.8,14.27
48.06,48.69,49.16,51.63,,,1.07,0.98,0.77,1.14,,,15.3,16.09,17.28,11.88
50.19,46.8,51.15,50.98,,,1.31,,1.74,2.22,,,15.11,15.9,14.48,17.55
49.48,,51.96,49.92,,,1.12,0.92,1.62,1.39,,,14.14,,14.71,15.04
,50.32,51.51,43.71,,,,1.11,1.64,0.79,,,,15.46,14.93,13.54
,50.76,51.51,50.68,,,,1.35,1.64,2.06,,,,15.3,14.93,14.49
50.52,50.77,50.64,49.29,,,1.278,1.5,2.03,1.59,,,13.24,14.84,13.73,16.2
49.087,50.14,48.44,48.55,,,3.375,1.63,1.96,1.6,,,13.023,15.22,15.42,16.63
50.31,52.2,50.23,46.65,,,1.83,0.98,2.08,0.61,,,14.07,14.75,15.49,11.15
50.4613,50.36,49.72,49.86,,,1.9718,,1.99,0.54,,,14.9915,15.3,16.19,19.58
46.55,51.04,48.52,58.95,,,3.26,1.75,1.98,0.85,,,16.32,15.44,15.37,14.4
49.42,50.8,50.99,43.66,,,1.98,,2.04,2.58,,,14.09,15.1,13.69,12.07
50.8462,,49.73,42.57,,,2.6725,1.22,1.97,3.34,,,14.0668,,15.63,11.54
47.34,,49.57,49.88,,,1.62,1.23,1.92,1.5,,,13.91,,15.31,17.49
50.77,51.08,49.2,48.81,,,2.04,1.52,1.99,1.4,,,12.94,15.04,15.63,15.28
48.2265,50.79,49.05,58.76,,,2.5707,1.61,2.04,0.11,,,15.4929,15.31,15.67,18.68
48.23,50.53,50.02,44.46,,,,1.61,1.95,0.08,,,,15.47,13.73,1.8
51.31,49.46,50.4,65.48,,,1.91,3.31,2.04,0.65,,,12.8,16.35,14.1,13.5
51.1,50.4,50.53,76.22,,,1.82,,2.14,0.17,,,16.2,15.1,13.63,12.9
,,49.82,50.01,,,1.6,1.21,1.95,1.45,,,,,13.83,16.47
49.23,81.8,50.08,42.19,,,3.086,0.59,1.95,4,,,15.559,19,13.74,13.17
37.28,51.5,48.87,60.3,,,0.03,2.03,1.54,0.67,,,1.82,18.2,15.97,14.74
48.45,48.49,49.77,41.49,,,2,2.15,1.73,2.68,,,14.63,15.53,15.59,12.85
50.39,43.2,48.73,48.19,,,1.24,3.5,1.61,1.62,,,13.83,15.2,15.43,17.9
50.24,45.2,48.97,48.18,,,1.1,3.3,1.54,0.95,,,14.1,15,15.95,16.65
49.686,28.2,49.08,54.29,,,1.3769,2.59,1.64,0.9,,,17.1609,11.2,15.44,17.67
,51,49.8,45.14,,,1.38,,1.75,3.3,,,,,15.32,17.33
50,44,49.95,,,,2.01,3.9,1.68,,,,15.4,16.3,15.72,
47.17,44.8,50.43,44.71,,,1.53,3.33,1.67,3.49,,,13.99,15,15.77,15.17
47.49,48.6,48.9,51.06,,,2.85,3.16,1.53,1.31,,,13.14,17.4,15.82,14.5
48.38,48.4,48.59,51.35,,,2.87,2.29,1.51,0.49,,,13.51,17.1,15.77,19.66
50.58,54.5,50.18,72.79,,,1.33,1.35,1.74,0.49,,,13.87,18.3,15.63,13.79
48.76,42,49.68,48.37,,,1.72,3.94,1.73,0.99,,,15.42,15.4,15.52,14.13
51.5,50,49.45,51.06,,,2.01,,1.53,1.68,,,18.35,,14.36,14.59
47.31,51.53,49.99,52,,,1.68,1.2,2.16,2.01,,,14.22,15.27,14.61,17.05
58.721,51.57,50.16,42.44,,,1.231,1.6,1.59,3.43,,,3.985,14.78,14.91,18.25
,51.53,49.33,45.2,,,1.57,1.2,1.53,0.24,,,,15.27,14.6,3.68
50.32,37.14,48.75,50.34,,,2.474,0.06,2.14,1.9,,,13.34,2.84,14.55,13.86
,51.52,49.63,48.35,,,,1.14,1.59,2.54,,,2.54,15.03,14.87,16.78
50.93,49.58,50.17,50.82,,,1.08,1.36,1.88,1.43,,,13.94,15.24,14.4,15.32
48.5,49.89,49.76,43.92,,,1.06,1.42,1.84,0.05,,,17.7,15.83,14.1,0.16
50.61,50.17,50.04,,,,1.49,1.39,1.87,,,,13.85,14.56,14.51,
49.0506,49.24,49.49,49.21,,,1.6664,1.36,1.51,0.4,,,16.5347,14.9,14.49,2.55
,50.88,50.06,50.91,,,1.62,1.32,1.57,0.56,,,,15.61,14.89,20.19
49.2,51.27,50.52,53.96,,,1.224,1.05,1.88,0.64,,,13.88,15.33,14.51,18.17
45.53,50.23,50.31,50.65,,,0.59,1.29,1.9,0.51,,,9.14,15.49,14.23,21.14
49.5957,50.78,50.56,50.43,,,1.5589,1.45,1.88,1.43,,,16.6237,15.48,14.23,15.25
49.7,50.12,50.3,50.3,,,1.54,1.37,1.89,2.05,,,16.36,14.96,14.21,13.7
,51.01,50.54,50.95,,,1.53,1.31,1.9,1.42,,,,15.24,14.46,15.66
48.48,51.43,50.45,50.66,,,1.11,1.41,1.9,1.33,,,15.99,15.52,14.34,14.62
50.48,50.8,50.67,50.38,,,1.332,1.45,1.9,2.43,,,13.49,15.8,14.34,17.41
53.84,51.31,49.95,50.83,,,1.24,1.11,1.58,0.81,,,14.95,15.94,14.89,16.9
48.89,50.41,50.4,48.81,,,0.8,1.01,1.89,1.6,,,16.33,16.3,14.36,16.6
50.84,50.32,51.05,70.92,,,1.48,1.11,1.34,0.47,,,14.27,16.45,15.98,13.64
50.84,50.65,49.69,52.03,,,1.48,1.54,1.19,0.51,,,14.27,15.62,16.41,19.04
,49.22,51.88,49.9,,,,1.04,1.41,2.13,,,3.11,16,13.6,13.65
49.96,50.66,50.63,50.18,,,1.32,1.43,1.35,1.01,,,14.77,15.61,16.07,15.88
49.76,37.7,49.77,56.21,,,1.38,0.03,1.17,0.85,,,14.41,3.92,16.53,15.38
51.88,50.67,49.89,48.47,,,1.201,1.44,1.46,1.89,,,15.37,15.63,16.01,16.83
50.8108,50.51,51.14,45.03,,,1.5145,1.62,1.36,0.4,,,16.0265,15.48,15.92,6.76
50.2,50.46,50.62,44.13,,,1.49,1.6,1.16,0.37,,,16.2,15.37,15.75,6.57
,48.66,51.12,43.33,,,1.49,2.14,1.3,0.01,,,,15.64,16.15,0.67
50.89,50.96,50.16,49.9,,,1.2,2.7,1.27,1.94,,,14.14,13.49,16.17,14.08
47.45,49.38,51.1,48.21,,,1.42,1.82,,0.5,,,15.08,17.76,,20.77
50.6405,50.66,49.57,41.56,,,1.465,1.59,1.02,4.05,,,16.7905,15.38,16.4,11.95
,50.44,51.11,46.42,,,1.37,1.45,1.33,2.51,,,,15.6,15.95,16.79
50.8,50.88,51.44,52.28,,,1.72,1.47,1.36,0.56,,,12.58,15.8,15.86,18.32
49.9761,51.55,50.98,41.11,,,1.8028,2.73,1.31,3.22,,,16.1109,13.65,16.02,12.47
,44.44,49.93,47.44,,,1.8,1.74,1.21,0.5,,,,19.4,16.19,21.09
52.274,51.72,50.91,51.18,,,3.692,1.91,1.35,1.59,,,13.332,18.6,15.9,14.51
49.3134,50.71,50.65,42.93,,,1.0918,1.57,1.31,3.1,,,17.1031,15.4,15.92,15.03
,37.81,50.56,50.5,,,1.05,0.12,1.36,2.02,,,,2.23,15.83,14
50.88,31.22,51.07,49.73,,,0.859,0.17,1.34,1.02,,,14.18,1.2,15.91,16.19
,51.02,50.92,48.51,,,1.26,1.59,1.31,1.93,,,,15.42,16.02,16.7
48.75,72.47,50.01,43.8,,,1.63,0.33,1.18,0.01,,,15.24,14.17,16.4,0.76
49.3405,50.62,51.47,51.27,,,1.507,1.59,1.37,0.5,,,16.3289,15.42,16.15,21.67
,37.15,49.95,44,,,1.44,0.09,1.22,0.02,,,,2.97,16.3,0.81
50.5066,61.97,51.03,50.26,,,1.3889,0.94,1.37,1.79,,,16.9637,16,15.98,17.04
,36.48,51.41,49.99,,,1.36,0.14,2.07,1.55,,,,5.57,14,17.56
50.92,38.5,50.5,57.14,,,1.09,0.5,2.03,0.24,,,14.85,16.84,13.64,18.76
47.27,38.06,49.53,70.28,,,1.02,0.08,2.41,0.74,,,14.65,2.21,14,12.36
47.43,37.91,52.87,67.39,,,1.38,0.09,2.13,0.63,,,14.7,0.69,12.29,14.73
43.41,51.18,50.96,49.8,,,1.325,1.59,2.08,1.74,,,11.13,14.83,13.79,14.7
49.3,51.18,50.63,52.46,,,2.945,1.59,2,2.44,,,13.45,14.83,13.74,15.12
49.6,51.03,52.33,49.58,,,1.31,1.6,2.17,2.51,,,14.43,15.43,12.4,16.46
51.14,51.01,51.49,50.29,,,1.11,1.58,2.06,2.5,,,13.99,15.4,14.2,17.4
47.79,50.94,50.49,50.15,,,2.85,1.2,1.98,1,,,16.54,16.42,13.85,15.9
47.16,50.48,52.35,49.2,,,1.443,1.2,2.26,1.85,,,14.38,16.57,13.27,17.75
48.01,35.39,51.79,52.79,,,1.06,0.11,2.08,1.68,,,15.13,2.14,14,16.22
51.49,38.11,53.43,49.83,,,1.27,0.1,2.25,1.94,,,16.93,1.5,12.05,17.68
50.75,,51.83,43.5,,,1.24,,2.04,0.01,,,16.23,,13.8,0.75
,,50.46,43.27,,,,1.3,2.01,4.47,,,,,13.7,16.13
51.32,51.96,52.94,50.8,,,1.5,1.18,2.08,2.47,,,13.77,16.14,12.38,16.45
50.95,37.83,49.8,49.33,,,1.43,0.08,2.28,2.51,,,13.88,0.86,14.11,16.77
51.2,,48.55,51.05,,,1.5,,1.61,2.28,,,13.62,,18.38,14.77
50.39,,51.79,45.53,,,1.62,,1.63,0.81,,,13.1,,16.1,9.57
51,52.5,50.78,,,,1.33,1.55,1.5,,,,16.22,14.53,16.85,
50.5186,,49.44,,,,1.551,1.3,1.73,,,,16.3495,,17.98,
,51.26,51.64,,,,1.56,1.29,1.68,,,,,13.87,16.03,
50.2533,,51.22,,,,2.3626,,1.58,,,,15.1246,,16.21,
,50.55,51.5,,,,2.37,1.26,1.52,,,,,13.65,17.2,
,51.37,51.7,,,,,1.29,,,,,,13.55,,
46.65,,49.45,,,,0.99,,1.67,,,,14.32,,17.61,
47.72,51.06,51.7,,,,1.11,1.17,1.71,,,,19.25,13.88,15.95,
46.81,,50.67,,,,,,1.5,,,,,,16.71,
46.8128,,49.42,,,,2.6245,1.1,1.67,,,,15.543,,17.49,
49.6242,,52.21,,,,1.3528,,1.66,,,,17.0144,,16.21,
,51.85,51.86,,,,1.34,2.26,1.67,,,,,14.86,16.3,
50.1474,,51.83,,,,1.5037,,1.66,,,,15.8963,,16.3,
50.1282,,49.93,,,,1.8086,,1,,,,15.4435,,17.18,
,51.3,49.5,,,,1.74,2.16,0.96,,,,,14.91,17.6,
47.16,51.65,50.79,,,,1.64,2.24,,,,,14.24,14.85,,
44.74,51.49,50.79,,,,1.48,2.26,1.06,,,,13,14.94,17.72,
48.8,51.38,49.45,,,,1.39,2.16,0.92,,,,14.2,14.82,17.85,
49.537,51.49,51.12,,,,1.352,2.18,1.09,,,,17.4638,14.61,17.75,
49.6,51.36,49.7,,,,1.37,2.24,0.96,,,,17.2,14.8,17.65,
,51.26,51.14,,,,1.35,2.21,1.05,,,,,14.82,17.75,
47.89,51.47,51.02,,,,1.03,2.2,1.07,,,,15.48,14.8,17.74,
50.67,49.21,51.84,,,,,1.76,1.67,,,,,16.72,16.15,
50.6712,49.34,52.13,,,,1.0965,1.79,1.31,,,,16.6122,16.33,16.53,
,49.3,51.46,,,,1.12,1.78,1.26,,,,,16.35,16.79,
50.31,49.33,50.27,,,,0.97,1.8,0.89,,,,14.18,16.2,16.87,
50.37,,50.09,,,,0.95,,1.35,,,,13.73,,17.33,
49.5744,50.66,52.31,,,,1.4205,1.3,1.33,,,,16.9239,15.81,16.44,
,49.8,52.22,,,,1.41,,1.29,,,,,,16.49,
49.8,51.13,52.2,,,,0.92,1.12,1.32,,,,14.61,16.09,16.52,
50.1,50.38,51.14,,,,1.56,1.14,1.24,,,,13.88,16.39,16.48,
49.46,49.16,51.2,,,,0.83,1.77,1.25,,,,15.41,16.21,16.31,
50.41,49.12,51.7,,,,1.61,1.76,,,,,13.58,16.05,,
51.23,48.87,51.7,,,,1.41,1.79,1.31,,,,15.38,16.11,16.54,
49.8,49.24,50.98,,,,1.67,1.78,1.25,,,,12.75,16.28,16.14,
,50.43,52.23,,,,1.18,1.17,1.28,,,,,16.16,16.63,
51.69,48.95,51.15,,,,1.42,1.81,1.3,,,,15.16,16.14,15.71,
50.5628,48.75,50.24,,,,1.861,1.8,1.32,,,,15.0114,16.18,15.51,
,48.99,50.25,,,,1.85,1.84,1.24,,,,,16.32,15.71,
48.43,49.29,51.51,,,,2.53,1.86,1.29,,,,15.49,16.29,15.7,
48.9,49.15,50.1,,,,2.8,1.73,1.27,,,,15.42,16.38,15.53,
51.77,,49.67,,,,2.31,,1.35,,,,21.21,,16.19,
52.21,,51.02,,,,1.47,,1.28,,,,16.16,,15.61,
51.05,,50.62,,,,1.25,,1.28,,,,15.93,,15.7,
49.6,50.7,49.2,,,,1.42,,1.4,,,,14.11,,16.94,
45.82,,50.97,,,,0.66,,1.29,,,,9.75,,15.75,
46.54,51.82,50.54,,,,2.03,2.01,1.26,,,,15.21,15.47,15.7,
46.51,,51.08,,,,1.7,,1.32,,,,13.64,,15.79,
44.97,51.39,53.02,,,,1.59,1.59,1.08,,,,12.92,16.49,15.49,
50.3688,50.37,51.02,,,,1.6553,1.67,1.31,,,,15.4846,16.18,15.73,
,,50.14,,,,1.68,,1.26,,,,,,15.72,
51.3,51.07,51.07,,,,1.05,1.67,1.29,,,,13.64,15.95,15.82,
46.62,,50.66,,,,1.03,,1.41,,,,10.4,,15.69,
51.44,49.84,51.15,,,,1.24,1.12,1.32,,,,14.2,15.42,15.62,
49.72,50.16,48.99,,,,0.61,1.08,1.23,,,,16.28,15.73,16.18,
51.2,50.96,49.03,,,,1.12,1.54,1.25,,,,13.75,14.2,16.33,
39.63,,50.42,,,,0.04,1.5,1.31,,,,1.96,,16.1,
,51.15,49.71,,,,1.4,1.49,1.23,,,,,14.22,16.82,
50.94,50.71,50.5,,,,,1.5,1.09,,,,,14.16,16.6,
,50.76,49.77,,,,2.3,1.53,1.04,,,,,14.01,16.48,
45.06,50.65,51.18,,,,0.49,1.55,1.18,,,,8.39,14.16,16.78,
50.0011,50.69,50.37,,,,1.5293,1.46,1.29,,,,15.7386,13.99,15.51,
49.82,50.35,51.06,,,,0.8,1.51,1.31,,,,14.35,14.29,15.78,
50.04,50.67,50.05,,,,0.81,1.56,1.25,,,,14.98,14.29,16.91,
51.3,50.8,51.47,,,,2.21,1.57,1.33,,,,18.16,14.13,15.73,
46.91,50.1,49.83,,,,1.797,1.56,1.03,,,,14.35,13.88,16.41,
43.81,50.61,51.38,,,,2.49,1.5,1.19,,,,12.51,14.04,16.51,
50.92,50.15,50.91,,,,1.51,1.51,1.03,,,,13.94,14.15,15.97,
50.7133,49.7,50.54,,,,1.5199,1.48,1.01,,,,16.6415,14.39,16.32,
,50.27,49.81,,,,1.5,1.47,1.19,,,,,14.26,16.5,
45.71,49.72,51.58,,,,1.416,1.49,1.09,,,,14.4,14.32,16.24,
49.62,50.1,49.89,,,,1.118,1.51,1.29,,,,14.73,14.2,16.7,
50.4,50.61,49.78,,,,0.97,1.47,1.26,,,,14.21,14.23,16.9,
51.3,50.78,50.92,,,,1.59,1.46,1.24,,,,18.21,14.4,15.72,
,50.39,47.62,,,,1.2,1.52,1.25,,,,,14.37,18.16,
50.9528,50.28,49.86,,,,1.5631,1.48,1.26,,,,16.4076,14.04,16.83,
,50.16,51.12,,,,1.57,1.51,1.3,,,,,14.17,15.73,
50.5766,50.92,51.58,,,,1.3105,1.56,1.09,,,,18.5381,13.86,16.24,
,50.55,51.28,,,,1.49,1.52,1.19,,,,,14.1,16.65,
51.4,50.96,49.68,,,,2.22,1.52,1.1,,,,18.31,13.97,17.54,
51.4,,51.13,,,,1.27,,1.25,,,,13.94,,15.72,
50.11,49.99,49.74,,,,1.46,1.66,1.12,,,,14.38,13.61,17.78,
50.68,,49.71,,,,0.959,1.6,1.1,,,,14.6,,17.67,
50.43,50.47,48.67,,,,,1.59,1.02,,,,,13.74,17.22,
50.427,,49.39,,,,1.5732,,1.1,,,,15.8279,,17.54,
,50.46,49.79,,,,1.51,1.69,1.12,,,,,13.64,17.5,
,50.32,49.28,,,,1.78,1.54,1.1,,,,,13.72,17.54,
48.26,50.76,48.81,,,,1.93,1.55,1.04,,,,14.11,13.82,17.08,
48.06,51.08,48.77,,,,1.95,1.57,1.04,,,,13.49,13.8,17.15,
49.82,51.03,49.72,,,,1.35,1.56,1.09,,,,13.87,13.87,17.6,
48.747,50.87,48.6,,,,3.072,1.57,1.02,,,,12.866,13.81,17.1,
,50.83,49.56,,,,1.81,1.58,1.07,,,,,13.58,17.35,
,51.38,49.64,,,,,1.67,1.14,,,,,13.8,17.41,
53.08,51.35,49.7,,,,1.64,1.65,1.11,,,,14.21,13.68,17.46,
49.88,50.84,49.85,,,,1.3,1.56,1.08,,,,14.07,13.68,17.58,
,50.45,49.56,,,,,1.56,1.08,,,,,13.69,17.56,
,50.83,48.95,,,,,1.6,1.08,,,,,13.43,18.38,
50.5,50.88,51.32,,,,1.462,1.55,0.87,,,,13.35,13.62,15.3,
50.0407,50.84,50.34,,,,1.2986,1.57,1.11,,,,17.2088,13.54,15.19,
,50.7,50.36,,,,1.23,1.56,1.41,,,,,13.43,17.11,
49.3654,50.62,50.8,,,,1.4501,1.57,1.48,,,,16.036,13.51,15.2,
,,49.99,,,,1.41,1.5,1.48,,,,,,14.53,
,,47.01,,,,2.2,,2.77,,,,,,15.84,
50.3,50.87,49.11,,,,1.56,1.7,1.02,,,,16.6,13.99,15.54,
,,50.48,,,,1.6,1.4,1.32,,,,,,15.52,
50.28,,50.66,,,,1.37,1.2,1.19,,,,14.38,,14.83,
50.65,,50.59,,,,1.28,1.9,1.46,,,,14,,14.39,
46.48,,51.17,,,,0.96,1.9,1.38,,,,15.2,,15.46,
50.1304,,50.48,,,,1.1742,,1.48,,,,17.2918,,14.67,
,51.23,50.95,,,,1.17,2.32,1.61,,,,,12.73,16.46,
49.9909,,49.04,,,,1.7235,0.78,1.78,,,,15.2673,,14.92,
49.99,51.23,51.11,,,,,1.91,1.45,,,,,12.61,14.41,
,,49.8,,,,1.7,1.7,1.09,,,,,,15.08,
,50.99,50.69,,,,1.45,1.88,1.11,,,,,12.81,14.8,
44.66,50.96,50.22,,,,0.73,1.94,1.16,,,,10.48,12.75,14.74,
49.95,50.96,50.3,,,,1.62,1.95,1.23,,,,14.07,12.81,15.27,
51.6052,50.95,49.98,,,,1.6152,1.86,1.13,,,,16.5494,12.9,15.81,
,51.03,49.83,,,,1.57,1.89,1.05,,,,,13.03,15.61,
